alert_id,alert_timestamp,source_system,alert_type,severity,assigned_analyst,asset_id,status,time_to_triage_minutes,false_positive
ALT-106981,2026-07-03 17:46:00,SIEM,Lateral Movement Indicator,Low,Analyst_04,AST-00606,Closed,806.4,False
ALT-105309,2026-07-03 17:46:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_04,AST-00515,Closed,171.6,True
ALT-107106,2026-07-03 17:50:00,Firewall,Port Scan Detected,Low,Analyst_10,AST-00183,Closed,1636.4,False
ALT-101794,2026-07-03 18:08:00,EDR,Credential Dumping Indicator,Medium,Analyst_08,AST-00084,Closed,748.7,False
ALT-104638,2026-07-03 18:22:00,Email Gateway,Malicious Attachment,Medium,Analyst_02,AST-00451,Closed,54.0,False
ALT-111799,2026-07-03 18:25:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_07,AST-00508,Closed,1150.3,True
ALT-106515,2026-07-03 18:27:00,Email Gateway,Malicious Attachment,Low,Analyst_02,AST-00764,Closed,696.8,True
ALT-107515,2026-07-03 18:28:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_02,AST-00385,Closed,676.2,False
ALT-106988,2026-07-03 18:36:00,EDR,Suspicious Process Execution,Medium,Analyst_09,AST-00134,Closed,193.1,False
ALT-101871,2026-07-03 18:38:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Analyst_04,AST-00680,Closed,2273.4,False
ALT-109089,2026-07-03 18:56:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_11,AST-00738,Closed,98.4,False
ALT-103768,2026-07-03 18:58:00,SIEM,Anomalous Login Pattern,Medium,Analyst_07,AST-00156,Closed,462.8,True
ALT-107666,2026-07-03 19:20:00,EDR,Suspicious Process Execution,Medium,Analyst_03,AST-00133,Closed,508.5,False
ALT-108727,2026-07-03 19:34:00,EDR,Ransomware Behavior Pattern,High,Analyst_02,AST-00215,Closed,76.7,False
ALT-103869,2026-07-03 19:36:00,SIEM,Anomalous Login Pattern,Medium,Analyst_02,AST-00137,Closed,372.9,False
ALT-100443,2026-07-03 20:44:00,Firewall,Port Scan Detected,Medium,Analyst_12,AST-00670,Closed,1854.2,False
ALT-102002,2026-07-03 20:48:00,SIEM,Lateral Movement Indicator,Low,Analyst_04,AST-00143,Closed,1190.3,True
ALT-103467,2026-07-03 21:00:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_12,AST-00087,Closed,4947.3,False
ALT-108043,2026-07-03 21:34:00,SIEM,Lateral Movement Indicator,Medium,Analyst_03,AST-00696,Closed,718.0,False
ALT-108662,2026-07-03 22:48:00,EDR,Ransomware Behavior Pattern,High,Analyst_01,AST-00583,Closed,200.6,False
ALT-103330,2026-07-03 22:55:00,EDR,Credential Dumping Indicator,Low,Analyst_14,AST-00709,Closed,954.5,True
ALT-106178,2026-07-03 23:02:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_05,AST-00053,Closed,715.1,True
ALT-104997,2026-07-03 23:14:00,EDR,Credential Dumping Indicator,Medium,Analyst_11,AST-00235,Closed,1031.1,False
ALT-108979,2026-07-03 23:19:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Analyst_02,AST-00598,Closed,264.8,False
ALT-101213,2026-07-03 23:21:00,EDR,Credential Dumping Indicator,Medium,Analyst_11,AST-00510,Closed,319.9,True
ALT-110807,2026-07-03 23:41:00,SIEM,Brute Force Attempt,High,Analyst_05,AST-00537,Closed,173.0,False
ALT-105878,2026-07-04 00:10:00,EDR,Unsigned Binary Execution,Medium,Analyst_07,AST-00031,Closed,781.5,False
ALT-110657,2026-07-04 00:19:00,SIEM,Lateral Movement Indicator,Medium,Analyst_02,AST-00379,Closed,430.8,False
ALT-108809,2026-07-04 00:32:00,EDR,Unsigned Binary Execution,Low,Analyst_02,AST-00744,Closed,444.7,False
ALT-107222,2026-07-04 01:15:00,EDR,Suspicious Process Execution,Low,Analyst_08,AST-00730,Closed,581.0,True
ALT-105779,2026-07-04 01:18:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_03,AST-00724,Closed,97.2,False
ALT-102827,2026-07-04 01:29:00,Firewall,Blocked Known-Bad IP,Low,Analyst_14,AST-00756,Closed,5670.0,False
ALT-105378,2026-07-04 01:52:00,Firewall,Blocked Known-Bad IP,Low,Analyst_13,AST-00762,Closed,770.3,False
ALT-103738,2026-07-04 02:20:00,Email Gateway,Phishing Attempt,Critical,Analyst_07,AST-00480,Closed,17.6,False
ALT-107584,2026-07-04 02:22:00,EDR,Unsigned Binary Execution,High,Analyst_03,AST-00660,Closed,114.7,False
ALT-105653,2026-07-04 02:29:00,EDR,Ransomware Behavior Pattern,Low,Analyst_03,AST-00530,Closed,396.6,True
ALT-107083,2026-07-04 02:38:00,EDR,Suspicious Process Execution,Medium,Analyst_09,AST-00074,Closed,162.0,True
ALT-106017,2026-07-04 02:53:00,SIEM,Anomalous Login Pattern,Low,Analyst_02,AST-00051,In Progress,1673.2,True
ALT-111522,2026-07-04 02:53:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_12,AST-00019,Closed,595.5,False
ALT-107545,2026-07-04 03:07:00,SIEM,Brute Force Attempt,Low,Analyst_01,AST-00104,Closed,429.7,True
ALT-102469,2026-07-04 03:33:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_09,AST-00374,Closed,371.3,False
ALT-105785,2026-07-04 03:34:00,Email Gateway,Business Email Compromise Indicator,Critical,Analyst_10,AST-00415,Closed,52.7,False
ALT-103289,2026-07-04 03:38:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Critical,Analyst_01,AST-00613,Closed,26.8,False
ALT-108094,2026-07-04 04:03:00,Email Gateway,Phishing Attempt,Low,Analyst_05,AST-00189,Closed,1197.6,False
ALT-110840,2026-07-04 04:16:00,SIEM,Lateral Movement Indicator,Medium,Analyst_09,AST-00028,Closed,1838.5,False
ALT-105819,2026-07-04 04:19:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Analyst_08,AST-00024,Open,671.6,False
ALT-110853,2026-07-04 04:55:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_12,AST-00261,Closed,294.9,False
ALT-104142,2026-07-04 05:53:00,EDR,Credential Dumping Indicator,Low,Analyst_08,AST-00471,Closed,1951.5,True
ALT-108608,2026-07-04 06:19:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_01,AST-00655,Closed,333.1,False
ALT-108657,2026-07-04 06:32:00,Firewall,Blocked Known-Bad IP,Medium,Analyst_04,AST-00215,Closed,324.6,True
ALT-109237,2026-07-04 06:37:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_07,AST-00415,Closed,183.7,False
ALT-100110,2026-07-04 06:43:00,EDR,Credential Dumping Indicator,Medium,Analyst_09,AST-00492,Closed,855.1,False
ALT-104336,2026-07-04 07:37:00,SIEM,Anomalous Login Pattern,Low,Analyst_13,AST-00066,Closed,157.0,True
ALT-103952,2026-07-04 07:43:00,Firewall,Blocked Outbound C2 Traffic,Medium,Analyst_06,AST-00554,Closed,283.9,False
ALT-107783,2026-07-04 07:47:00,Firewall,Unusual Outbound Data Volume,Low,Analyst_14,AST-00560,Closed,2841.9,False
ALT-107072,2026-07-04 08:03:00,Email Gateway,Malicious Attachment,Low,Analyst_05,AST-00523,Closed,524.9,False
ALT-102781,2026-07-04 08:16:00,EDR,Ransomware Behavior Pattern,Low,Analyst_09,AST-00430,Closed,439.8,False
ALT-111073,2026-07-04 08:21:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_14,AST-00738,Closed,511.1,False
ALT-107435,2026-07-04 08:23:00,SIEM,Privilege Escalation Attempt,High,Analyst_06,AST-00379,Closed,102.4,False
ALT-111237,2026-07-04 08:24:00,IDS/IPS,Protocol Anomaly,Low,Analyst_02,AST-00410,Closed,157.0,True
ALT-103863,2026-07-04 08:27:00,SIEM,Lateral Movement Indicator,Low,Analyst_13,AST-00268,Closed,1365.1,False
ALT-104857,2026-07-04 08:32:00,IDS/IPS,Malware Signature Match,Medium,Analyst_05,AST-00676,Closed,534.6,True
ALT-102858,2026-07-04 08:35:00,EDR,Credential Dumping Indicator,Low,Analyst_05,AST-00739,Closed,2721.8,False
ALT-105440,2026-07-04 08:45:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_05,AST-00565,Closed,1453.4,True
ALT-103390,2026-07-04 08:48:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Analyst_02,AST-00437,Closed,227.0,False
ALT-100684,2026-07-04 08:55:00,Firewall,Port Scan Detected,Low,Analyst_11,AST-00580,Closed,2291.2,True
ALT-107423,2026-07-04 08:57:00,SIEM,Lateral Movement Indicator,Medium,Analyst_09,AST-00441,Closed,357.0,True
ALT-109846,2026-07-04 09:01:00,SIEM,Lateral Movement Indicator,High,Analyst_02,AST-00700,Closed,130.2,False
ALT-108943,2026-07-04 09:02:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_13,AST-00673,Closed,152.4,False
ALT-100440,2026-07-04 09:07:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_07,AST-00467,Open,731.7,False
ALT-111092,2026-07-04 09:09:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Analyst_04,AST-00435,Closed,1008.7,True
ALT-108091,2026-07-04 09:11:00,EDR,Unsigned Binary Execution,Low,Analyst_12,AST-00203,Closed,902.8,False
ALT-105285,2026-07-04 09:18:00,EDR,Ransomware Behavior Pattern,Low,Analyst_13,AST-00711,Closed,1553.4,False
ALT-104110,2026-07-04 09:37:00,SIEM,Anomalous Login Pattern,Medium,Analyst_11,AST-00022,Closed,632.2,True
ALT-108019,2026-07-04 09:43:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_09,AST-00231,Closed,633.6,False
ALT-109358,2026-07-04 09:51:00,Email Gateway,Phishing Attempt,Medium,Analyst_12,AST-00703,Closed,1362.7,True
ALT-111868,2026-07-04 09:53:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_03,AST-00224,Closed,747.3,False
ALT-108682,2026-07-04 09:58:00,SIEM,Lateral Movement Indicator,Medium,Analyst_08,AST-00737,Closed,312.7,True
ALT-102668,2026-07-04 10:13:00,Email Gateway,Malicious Attachment,Low,Analyst_12,AST-00065,Closed,1594.5,False
ALT-107806,2026-07-04 10:16:00,EDR,Ransomware Behavior Pattern,Critical,Analyst_04,AST-00055,Closed,64.1,False
ALT-110465,2026-07-04 10:25:00,EDR,Suspicious Process Execution,High,Analyst_12,AST-00124,Closed,49.9,False
ALT-108493,2026-07-04 10:28:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_07,AST-00331,Closed,362.5,True
ALT-108598,2026-07-04 10:29:00,IDS/IPS,Exploit Attempt Signature Match,High,Analyst_13,AST-00128,Closed,71.9,False
ALT-110635,2026-07-04 10:36:00,Email Gateway,Phishing Attempt,Medium,Analyst_03,AST-00785,Closed,780.7,True
ALT-100301,2026-07-04 10:42:00,Email Gateway,Spoofed Sender Domain,Medium,Analyst_13,AST-00416,Closed,345.5,False
ALT-106945,2026-07-04 10:47:00,Email Gateway,Business Email Compromise Indicator,High,Analyst_13,AST-00497,Closed,36.3,False
ALT-104312,2026-07-04 10:49:00,SIEM,Lateral Movement Indicator,Medium,Analyst_13,AST-00769,Closed,318.5,False
ALT-106941,2026-07-04 10:49:00,SIEM,Anomalous Login Pattern,Medium,Analyst_13,AST-00132,Closed,802.9,False
ALT-108182,2026-07-04 10:50:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_05,AST-00444,Closed,1544.7,True
ALT-102099,2026-07-04 10:52:00,EDR,Ransomware Behavior Pattern,Critical,Analyst_13,AST-00494,Closed,25.1,False
ALT-107273,2026-07-04 11:09:00,Email Gateway,Malicious Attachment,Medium,Analyst_07,AST-00448,Closed,59.0,False
ALT-108128,2026-07-04 11:20:00,Firewall,Port Scan Detected,Medium,Analyst_04,AST-00242,Closed,161.8,False
ALT-109396,2026-07-04 11:31:00,Email Gateway,Phishing Attempt,High,Analyst_02,AST-00324,Closed,153.7,False
ALT-103312,2026-07-04 11:32:00,SIEM,Lateral Movement Indicator,Low,Analyst_02,AST-00721,Closed,3989.5,False
ALT-102647,2026-07-04 11:33:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_02,AST-00651,Closed,298.7,False
ALT-103596,2026-07-04 11:51:00,SIEM,Anomalous Login Pattern,High,Analyst_06,AST-00386,Closed,340.4,False
ALT-104714,2026-07-04 11:57:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_14,AST-00279,Closed,902.4,False
ALT-103373,2026-07-04 12:01:00,SIEM,Brute Force Attempt,Medium,Analyst_09,AST-00581,Closed,601.8,True
ALT-100961,2026-07-04 12:21:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_08,AST-00694,Closed,2584.9,False
ALT-109295,2026-07-04 12:25:00,Email Gateway,Phishing Attempt,Low,Analyst_02,AST-00623,Closed,647.2,True
ALT-105151,2026-07-04 12:28:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_14,AST-00693,Closed,615.1,False
ALT-101754,2026-07-04 12:43:00,IDS/IPS,Protocol Anomaly,Low,Analyst_09,AST-00261,Closed,947.9,True
ALT-100836,2026-07-04 12:50:00,SIEM,Lateral Movement Indicator,High,Analyst_07,AST-00583,Closed,89.8,False
ALT-107634,2026-07-04 12:54:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_03,AST-00582,Closed,205.0,False
ALT-110104,2026-07-04 12:55:00,EDR,Unsigned Binary Execution,High,Analyst_07,AST-00796,Closed,97.1,False
ALT-109335,2026-07-04 13:03:00,Email Gateway,Phishing Attempt,Low,Analyst_13,AST-00438,Closed,820.3,False
ALT-103167,2026-07-04 13:09:00,EDR,Suspicious Process Execution,Low,Analyst_06,AST-00288,Closed,2382.6,True
ALT-111576,2026-07-04 13:13:00,IDS/IPS,Malware Signature Match,Medium,Analyst_04,AST-00645,Closed,724.3,False
ALT-108713,2026-07-04 13:24:00,SIEM,Lateral Movement Indicator,Low,Analyst_09,AST-00298,Closed,503.7,True
ALT-103225,2026-07-04 13:27:00,SIEM,Anomalous Login Pattern,Medium,Analyst_02,AST-00021,Closed,91.3,False
ALT-110208,2026-07-04 13:32:00,SIEM,Brute Force Attempt,High,Analyst_12,AST-00009,Closed,141.9,False
ALT-103098,2026-07-04 13:34:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Analyst_08,AST-00456,Closed,648.5,False
ALT-103057,2026-07-04 13:46:00,SIEM,Brute Force Attempt,Medium,Analyst_06,AST-00779,Closed,315.2,False
ALT-101263,2026-07-04 13:50:00,SIEM,Lateral Movement Indicator,Low,Analyst_09,AST-00734,Closed,275.6,True
ALT-110760,2026-07-04 13:58:00,SIEM,Brute Force Attempt,High,Analyst_12,AST-00263,Closed,36.5,False
ALT-106310,2026-07-04 14:00:00,SIEM,Anomalous Login Pattern,Low,Analyst_11,AST-00076,Closed,1434.1,False
ALT-109878,2026-07-04 14:02:00,EDR,Credential Dumping Indicator,Low,Analyst_10,AST-00266,Closed,3084.1,False
ALT-107648,2026-07-04 14:36:00,EDR,Ransomware Behavior Pattern,High,Analyst_03,AST-00478,Closed,64.1,False
ALT-110049,2026-07-04 14:46:00,IDS/IPS,Protocol Anomaly,Medium,Analyst_02,AST-00563,Closed,217.5,False
ALT-111103,2026-07-04 14:53:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_12,AST-00376,Closed,383.1,True
ALT-110367,2026-07-04 14:59:00,SIEM,Privilege Escalation Attempt,Low,Analyst_04,AST-00383,Closed,335.1,False
ALT-105695,2026-07-04 15:04:00,EDR,Suspicious Process Execution,High,Analyst_13,AST-00026,Closed,126.2,False
ALT-105778,2026-07-04 15:06:00,SIEM,Lateral Movement Indicator,Medium,Analyst_02,AST-00611,Closed,4414.3,False
ALT-105769,2026-07-04 15:15:00,EDR,Unsigned Binary Execution,Medium,Analyst_11,AST-00732,Closed,274.9,False
ALT-102462,2026-07-04 15:15:00,IDS/IPS,Malware Signature Match,Medium,Analyst_10,AST-00438,Closed,323.1,False
ALT-111805,2026-07-04 15:16:00,EDR,Credential Dumping Indicator,High,Analyst_09,AST-00257,Closed,185.3,True
ALT-103053,2026-07-04 15:20:00,SIEM,Privilege Escalation Attempt,Low,Analyst_08,AST-00533,Closed,1739.5,True
ALT-111012,2026-07-04 15:20:00,EDR,Ransomware Behavior Pattern,Low,Analyst_11,AST-00549,Closed,1031.7,False
ALT-107111,2026-07-04 15:25:00,EDR,Suspicious Process Execution,High,Analyst_02,AST-00167,Closed,126.5,False
ALT-109347,2026-07-04 15:28:00,EDR,Suspicious Process Execution,Low,Analyst_11,AST-00440,Closed,278.2,True
ALT-108356,2026-07-04 15:36:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Analyst_07,AST-00389,Closed,163.8,False
ALT-108990,2026-07-04 15:39:00,Email Gateway,Malicious Attachment,High,Analyst_02,AST-00480,Closed,210.4,False
ALT-110493,2026-07-04 15:42:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_14,AST-00532,Closed,1000.2,True
ALT-106361,2026-07-04 15:47:00,SIEM,Brute Force Attempt,Low,Analyst_03,AST-00510,Closed,1524.8,True
ALT-101237,2026-07-04 15:53:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_04,AST-00025,Closed,230.0,True
ALT-109487,2026-07-04 15:58:00,Email Gateway,Business Email Compromise Indicator,High,Analyst_10,AST-00318,Closed,234.5,False
ALT-106049,2026-07-04 16:04:00,EDR,Unsigned Binary Execution,Medium,Analyst_05,AST-00789,Closed,392.6,True
ALT-107030,2026-07-04 16:16:00,Email Gateway,Phishing Attempt,Medium,Analyst_02,AST-00161,Closed,1038.1,False
ALT-103323,2026-07-04 16:23:00,EDR,Suspicious Process Execution,Medium,Analyst_09,AST-00243,Closed,886.0,True
ALT-104594,2026-07-04 16:33:00,Cloud Access Security (CASB),Impossible Travel Login,High,Analyst_12,AST-00094,Closed,150.9,False
ALT-104934,2026-07-04 16:43:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_13,AST-00078,Closed,410.8,False
ALT-106956,2026-07-04 16:46:00,Cloud Access Security (CASB),Impossible Travel Login,High,Analyst_01,AST-00695,Closed,92.0,False
ALT-110376,2026-07-04 16:47:00,SIEM,Anomalous Login Pattern,Critical,Analyst_13,AST-00599,Closed,73.0,False
ALT-109744,2026-07-04 16:49:00,Email Gateway,Malicious Attachment,Critical,Analyst_14,AST-00030,Closed,34.3,False
ALT-110577,2026-07-04 16:51:00,SIEM,Brute Force Attempt,High,Analyst_09,AST-00414,Closed,229.0,False
ALT-110138,2026-07-04 16:56:00,SIEM,Lateral Movement Indicator,Medium,Analyst_04,AST-00368,Closed,278.7,True
ALT-106499,2026-07-04 17:01:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Analyst_03,AST-00481,Closed,813.7,False
ALT-100992,2026-07-04 17:03:00,SIEM,Lateral Movement Indicator,High,Analyst_12,AST-00333,Closed,158.1,False
ALT-105644,2026-07-04 17:03:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Analyst_03,AST-00191,Open,2011.8,True
ALT-103787,2026-07-04 17:09:00,Email Gateway,Phishing Attempt,Low,Analyst_11,AST-00476,Closed,2558.1,False
ALT-111566,2026-07-04 17:11:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_12,AST-00688,Closed,1047.6,True
ALT-102861,2026-07-04 17:11:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_06,AST-00354,Closed,3075.3,False
ALT-101193,2026-07-04 17:17:00,SIEM,Privilege Escalation Attempt,High,Analyst_02,AST-00705,Closed,514.1,True
ALT-109581,2026-07-04 17:19:00,Firewall,Unusual Outbound Data Volume,Medium,Analyst_13,AST-00250,Closed,987.8,False
ALT-110326,2026-07-04 17:21:00,IDS/IPS,Protocol Anomaly,Medium,Analyst_09,AST-00569,Closed,780.8,True
ALT-105730,2026-07-04 17:25:00,Email Gateway,Spoofed Sender Domain,High,Analyst_06,AST-00063,Closed,1237.0,False
ALT-101618,2026-07-04 17:29:00,SIEM,Brute Force Attempt,Critical,Analyst_02,AST-00746,Closed,24.7,True
ALT-101722,2026-07-04 17:38:00,IDS/IPS,Malware Signature Match,Low,Analyst_07,AST-00758,Closed,1243.8,False
ALT-101839,2026-07-04 17:42:00,SIEM,Lateral Movement Indicator,Critical,Analyst_09,AST-00076,Closed,6.1,False
ALT-102752,2026-07-04 17:44:00,SIEM,Anomalous Login Pattern,Low,Analyst_10,AST-00592,Closed,2518.6,False
ALT-104367,2026-07-04 17:51:00,Email Gateway,Phishing Attempt,Medium,Analyst_12,AST-00757,Closed,273.9,False
ALT-101664,2026-07-04 17:54:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_05,AST-00477,Closed,285.0,True
ALT-109310,2026-07-04 18:19:00,SIEM,Anomalous Login Pattern,Low,Analyst_06,AST-00747,Closed,893.6,True
ALT-106701,2026-07-04 18:20:00,SIEM,Lateral Movement Indicator,Medium,Analyst_10,AST-00091,Closed,541.9,True
ALT-109803,2026-07-04 18:27:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_01,AST-00162,Closed,285.4,False
ALT-100699,2026-07-04 18:28:00,Firewall,Unusual Outbound Data Volume,Low,Analyst_14,AST-00632,Closed,850.0,True
ALT-101481,2026-07-04 18:51:00,EDR,Credential Dumping Indicator,Medium,Analyst_02,AST-00111,Closed,76.2,False
ALT-102073,2026-07-04 18:57:00,Email Gateway,Malicious Attachment,High,Analyst_05,AST-00146,Closed,190.0,False
ALT-111163,2026-07-04 18:59:00,EDR,Suspicious Process Execution,High,Analyst_14,AST-00699,Closed,210.7,False
ALT-107646,2026-07-04 19:12:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_05,AST-00021,Open,2247.8,True
ALT-111877,2026-07-04 19:20:00,Firewall,Port Scan Detected,Medium,Analyst_04,AST-00659,Closed,3944.1,False
ALT-104217,2026-07-04 20:00:00,EDR,Suspicious Process Execution,Low,Analyst_06,AST-00401,Closed,1332.5,True
ALT-101062,2026-07-04 20:31:00,SIEM,Anomalous Login Pattern,Medium,Analyst_06,AST-00737,Closed,740.4,False
ALT-102628,2026-07-04 20:46:00,EDR,Unsigned Binary Execution,Low,Analyst_14,AST-00284,Closed,643.4,True
ALT-101517,2026-07-04 20:50:00,IDS/IPS,Malware Signature Match,Low,Analyst_09,AST-00085,Closed,181.4,True
ALT-103696,2026-07-04 20:57:00,SIEM,Lateral Movement Indicator,Medium,Analyst_10,AST-00587,Closed,1104.9,False
ALT-104495,2026-07-04 21:23:00,SIEM,Anomalous Login Pattern,Medium,Analyst_13,AST-00215,Closed,726.3,False
ALT-100545,2026-07-04 22:08:00,EDR,Ransomware Behavior Pattern,Medium,Analyst_05,AST-00435,Closed,198.0,False
ALT-104426,2026-07-04 22:09:00,EDR,Credential Dumping Indicator,Medium,Analyst_13,AST-00106,Closed,204.9,False
ALT-100672,2026-07-04 22:45:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_08,AST-00282,Closed,318.0,True
ALT-103400,2026-07-04 23:23:00,Firewall,Blocked Outbound C2 Traffic,High,Analyst_08,AST-00348,Closed,173.7,False
ALT-105370,2026-07-04 23:30:00,SIEM,Anomalous Login Pattern,Medium,Analyst_12,AST-00155,Closed,1874.2,False
ALT-107419,2026-07-04 23:50:00,IDS/IPS,Malware Signature Match,Low,Analyst_13,AST-00451,Closed,700.7,False
ALT-109968,2026-07-05 01:06:00,IDS/IPS,Exploit Attempt Signature Match,Low,Analyst_10,AST-00675,Closed,593.5,True
ALT-102672,2026-07-05 02:49:00,SIEM,Brute Force Attempt,Medium,Analyst_04,AST-00246,Closed,229.5,False
ALT-101714,2026-07-05 03:33:00,SIEM,Anomalous Login Pattern,Medium,Analyst_10,AST-00314,Closed,194.1,False
ALT-104196,2026-07-05 03:50:00,EDR,Suspicious Process Execution,Medium,Analyst_11,AST-00179,Closed,664.7,True
ALT-108551,2026-07-05 04:04:00,IDS/IPS,Protocol Anomaly,Critical,Analyst_10,AST-00155,Open,25.8,False
ALT-109914,2026-07-05 04:50:00,SIEM,Anomalous Login Pattern,Medium,Analyst_05,AST-00795,Closed,614.1,False
ALT-108301,2026-07-05 05:48:00,SIEM,Privilege Escalation Attempt,Medium,Analyst_12,AST-00091,Closed,117.4,False
ALT-104698,2026-07-05 06:18:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Analyst_02,AST-00093,Closed,6.4,False
ALT-100834,2026-07-05 06:28:00,SIEM,Lateral Movement Indicator,Medium,Analyst_01,AST-00303,Closed,206.9,True
ALT-107307,2026-07-05 06:28:00,Firewall,Unusual Outbound Data Volume,High,Analyst_14,AST-00748,Closed,47.5,False
ALT-107351,2026-07-05 06:48:00,Email Gateway,Malicious Attachment,Low,Analyst_12,AST-00325,Closed,2059.2,False
ALT-107860,2026-07-05 07:04:00,SIEM,Privilege Escalation Attempt,Low,Analyst_02,AST-00562,Open,724.8,False
ALT-104681,2026-07-05 07:45:00,Firewall,Unusual Outbound Data Volume,Low,Analyst_01,AST-00750,Closed,1273.2,False
ALT-101385,2026-07-05 07:45:00,Email Gateway,Business Email Compromise Indicator,Medium,Analyst_02,AST-00459,Closed,368.4,False
ALT-100779,2026-07-05 07:53:00,SIEM,Lateral Movement Indicator,High,Analyst_09,AST-00354,Closed,216.0,False
ALT-106349,2026-07-05 08:01:00,Email Gateway,Spoofed Sender Domain,Low,Analyst_05,AST-00658,Closed,800.7,False
ALT-100305,2026-07-05 08:04:00,Email Gateway,Malicious Attachment,Medium,Analyst_07,AST-00680,Closed,1339.6,False
ALT-102713,2026-07-05 08:14:00,Email Gateway,Business Email Compromise Indicator,Low,Analyst_12,AST-00386,Closed,902.4,False
ALT-102052,2026-07-05 08:24:00,EDR,Ransomware Behavior Pattern,Critical,Analyst_14,AST-00288,Closed,324.0,False
ALT-111898,2026-07-05 08:41:00,Email Gateway,Malicious Attachment,Low,Analyst_11,AST-00116,Closed,3107.2,True
ALT-100253,2026-07-05 08:45:00,Email Gateway,Malicious Attachment,Low,Analyst_07,AST-00658,Closed,928.7,False
ALT-106792,2026-07-05 09:01:00,SIEM,Anomalous Login Pattern,High,Analyst_12,AST-00484,Closed,212.2,False
ALT-106265,2026-07-05 09:04:00,SIEM,Brute Force Attempt,High,Analyst_11,AST-00101,Closed,50.4,False
ALT-108015,2026-07-05 09:14:00,SIEM,Brute Force Attempt,Critical,Analyst_08,AST-00647,Closed,6.1,False
ALT-109516,2026-07-05 09:17:00,EDR,Suspicious Process Execution,Low,Analyst_05,AST-00464,Closed,210.3,True
ALT-104331,2026-07-05 09:29:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Analyst_04,AST-00526,Closed,286.0,False
ALT-103286,2026-07-05 09:35:00,Firewall,Blocked Known-Bad IP,Low,Analyst_09,AST-00238,Closed,333.1,True
ALT-103002,2026-07-05 09:44:00,Email Gateway,Phishing Attempt,Low,Analyst_01,AST-00492,Closed,369.7,True
ALT-104528,2026-07-05 09:58:00,Email Gateway,Phishing Attempt,High,Analyst_07,AST-00077,Closed,573.7,False
ALT-103662,2026-07-05 10:00:00,Cloud Access Security (CASB),Unsanctioned App Access,High,Analyst_01,AST-00341,Closed,114.4,False
ALT-106506,2026-07-05 10:06:00,SIEM,Privilege Escalation Attempt,Low,Analyst_11,AST-00433,Closed,1373.8,False
ALT-104878,2026-07-05 10:13:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_11,AST-00675,Closed,1467.2,True
ALT-106878,2026-07-05 10:18:00,Firewall,Blocked Outbound C2 Traffic,Low,Analyst_03,AST-00587,Closed,3799.0,True
ALT-110388,2026-07-05 10:29:00,EDR,Ransomware Behavior Pattern,High,Analyst_10,AST-00781,Closed,7.2,False
