assigned_analyst,asset_id,alert_id,alert_timestamp,source_system,alert_type,severity,status,time_to_triage_minutes,false_positive,asset_criticality,business_unit,region,analyst_shift,alert_date,alert_hour,is_business_hours,sla_target_minutes,sla_breached_calc
Analyst_11,AST-00115,ALT-108984,2026-07-05 16:47:00,SIEM,Privilege Escalation Attempt,High,Closed,123.4,False,Tier 2 - High,Global Markets,NA,Day,2026-07-05,16,True,120,True
Analyst_10,AST-00775,ALT-110961,2026-07-05 16:48:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,7567.3,False,Tier 3 - Standard,Fund Services,APAC,Evening,2026-07-05,16,True,1440,True
Analyst_01,AST-00666,ALT-107394,2026-07-05 16:58:00,EDR,Ransomware Behavior Pattern,Medium,Closed,540.5,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-07-05,16,True,480,True
Analyst_06,AST-00071,ALT-100591,2026-07-05 17:01:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,418.9,False,Tier 1 - Critical,Global Markets,APAC,Night,2026-07-05,17,True,480,False
Analyst_14,AST-00006,ALT-101155,2026-07-05 17:06:00,SIEM,Lateral Movement Indicator,High,Closed,193.3,False,Tier 3 - Standard,Technology,NA,Night,2026-07-05,17,True,120,True
Analyst_05,AST-00758,ALT-101431,2026-07-05 17:06:00,SIEM,Anomalous Login Pattern,Medium,Closed,87.0,False,Tier 3 - Standard,Technology,APAC,Day,2026-07-05,17,True,480,False
Analyst_09,AST-00144,ALT-105776,2026-07-05 17:12:00,SIEM,Lateral Movement Indicator,Medium,Closed,172.3,False,Tier 3 - Standard,Global Markets,EMEA,Day,2026-07-05,17,True,480,False
Analyst_01,AST-00067,ALT-104652,2026-07-05 17:20:00,EDR,Suspicious Process Execution,Medium,Closed,1319.8,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-07-05,17,True,480,True
Analyst_09,AST-00678,ALT-107459,2026-07-05 17:23:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,314.1,True,Tier 3 - Standard,Retail Banking,EMEA,Day,2026-07-05,17,True,480,False
Analyst_09,AST-00587,ALT-100536,2026-07-05 17:30:00,IDS/IPS,Protocol Anomaly,Critical,Closed,31.7,False,Tier 3 - Standard,Retail Banking,EMEA,Day,2026-07-05,17,True,30,True
Analyst_10,AST-00661,ALT-111698,2026-07-05 17:31:00,Email Gateway,Phishing Attempt,Medium,Closed,752.1,False,Tier 3 - Standard,Technology,APAC,Evening,2026-07-05,17,True,480,True
Analyst_08,AST-00528,ALT-109726,2026-07-05 17:49:00,SIEM,Anomalous Login Pattern,Low,Closed,1743.1,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-07-05,17,True,1440,True
Analyst_07,AST-00028,ALT-110488,2026-07-05 17:49:00,Firewall,Blocked Outbound C2 Traffic,Critical,Closed,43.2,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-07-05,17,True,30,True
Analyst_01,AST-00243,ALT-103118,2026-07-05 17:54:00,Email Gateway,Phishing Attempt,Medium,In Progress,280.3,True,Tier 3 - Standard,Retail Banking,NA,Evening,2026-07-05,17,True,480,False
Analyst_08,AST-00140,ALT-107177,2026-07-05 17:57:00,SIEM,Brute Force Attempt,Low,Closed,1064.8,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-07-05,17,True,1440,False
Analyst_10,AST-00319,ALT-109053,2026-07-05 18:25:00,SIEM,Anomalous Login Pattern,Low,Closed,941.5,True,Tier 3 - Standard,Retail Banking,EMEA,Evening,2026-07-05,18,True,1440,False
Analyst_03,AST-00142,ALT-101995,2026-07-05 18:32:00,SIEM,Privilege Escalation Attempt,Medium,Closed,515.6,True,Tier 3 - Standard,Asset Servicing,NA,Night,2026-07-05,18,True,480,True
Analyst_07,AST-00378,ALT-110406,2026-07-05 18:53:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,151.6,True,Tier 2 - High,Retail Banking,NA,Evening,2026-07-05,18,True,480,False
Analyst_05,AST-00056,ALT-104052,2026-07-05 18:53:00,EDR,Ransomware Behavior Pattern,Low,Closed,1218.7,True,Tier 3 - Standard,Fund Services,EMEA,Day,2026-07-05,18,True,1440,False
Analyst_03,AST-00179,ALT-103402,2026-07-05 19:13:00,EDR,Suspicious Process Execution,Critical,Closed,24.8,False,Tier 2 - High,Retail Banking,NA,Night,2026-07-05,19,False,30,False
Analyst_12,AST-00595,ALT-109111,2026-07-05 20:25:00,EDR,Unsigned Binary Execution,Medium,Closed,717.4,False,Tier 3 - Standard,Retail Banking,NA,Night,2026-07-05,20,False,480,True
Analyst_11,AST-00072,ALT-100421,2026-07-05 20:29:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Critical,Closed,9.0,False,Tier 1 - Critical,Technology,APAC,Day,2026-07-05,20,False,30,False
Analyst_07,AST-00712,ALT-109116,2026-07-05 21:12:00,EDR,Suspicious Process Execution,Low,Closed,1471.8,False,Tier 1 - Critical,Retail Banking,NA,Evening,2026-07-05,21,False,1440,True
Analyst_05,AST-00340,ALT-104926,2026-07-05 21:33:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,871.6,False,Tier 3 - Standard,Global Markets,NA,Day,2026-07-05,21,False,480,True
Analyst_04,AST-00146,ALT-100904,2026-07-05 22:46:00,Cloud Access Security (CASB),Impossible Travel Login,Low,Closed,1277.0,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-07-05,22,False,1440,False
Analyst_10,AST-00488,ALT-103142,2026-07-05 23:08:00,EDR,Ransomware Behavior Pattern,Medium,Closed,434.6,True,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-07-05,23,False,480,False
Analyst_14,AST-00702,ALT-105219,2026-07-05 23:08:00,SIEM,Lateral Movement Indicator,Low,Closed,1287.9,False,Tier 2 - High,Retail Banking,NA,Night,2026-07-05,23,False,1440,False
Analyst_06,AST-00341,ALT-100161,2026-07-06 00:11:00,Firewall,Port Scan Detected,Critical,Closed,22.9,False,Tier 3 - Standard,Technology,NA,Night,2026-07-06,0,False,30,False
Analyst_11,AST-00671,ALT-102235,2026-07-06 02:23:00,EDR,Suspicious Process Execution,Medium,Closed,120.7,False,Tier 3 - Standard,Asset Servicing,NA,Day,2026-07-06,2,False,480,False
Analyst_10,AST-00419,ALT-108554,2026-07-06 02:37:00,SIEM,Lateral Movement Indicator,High,Closed,56.0,False,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-07-06,2,False,120,False
Analyst_11,AST-00115,ALT-109975,2026-07-06 03:24:00,EDR,Unsigned Binary Execution,Medium,Closed,60.5,False,Tier 2 - High,Global Markets,NA,Day,2026-07-06,3,False,480,False
Analyst_02,AST-00420,ALT-111227,2026-07-06 04:05:00,EDR,Suspicious Process Execution,Medium,Closed,57.4,True,Tier 3 - Standard,Corporate Functions,EMEA,Day,2026-07-06,4,False,480,False
Analyst_13,AST-00404,ALT-104835,2026-07-06 04:13:00,SIEM,Anomalous Login Pattern,Medium,Closed,158.6,False,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-07-06,4,False,480,False
Analyst_10,AST-00371,ALT-101211,2026-07-06 04:38:00,SIEM,Brute Force Attempt,Low,Closed,2031.7,False,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-07-06,4,False,1440,True
Analyst_03,AST-00196,ALT-111125,2026-07-06 05:53:00,EDR,Credential Dumping Indicator,Low,Closed,2234.9,True,Tier 3 - Standard,Technology,EMEA,Night,2026-07-06,5,False,1440,True
Analyst_08,AST-00213,ALT-111477,2026-07-06 06:05:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Medium,Closed,458.2,True,Tier 1 - Critical,Global Markets,NA,Evening,2026-07-06,6,False,480,False
Analyst_03,AST-00694,ALT-100485,2026-07-06 08:08:00,EDR,Unsigned Binary Execution,Low,Closed,1864.0,True,Tier 3 - Standard,Retail Banking,NA,Night,2026-07-06,8,True,1440,True
Analyst_14,AST-00499,ALT-107323,2026-07-06 08:08:00,EDR,Unsigned Binary Execution,Critical,Open,24.2,True,Tier 1 - Critical,Asset Servicing,APAC,Night,2026-07-06,8,True,30,False
Analyst_08,AST-00354,ALT-103440,2026-07-06 08:16:00,SIEM,Brute Force Attempt,Critical,Closed,31.1,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-07-06,8,True,30,True
Analyst_07,AST-00611,ALT-103435,2026-07-06 08:19:00,IDS/IPS,Protocol Anomaly,Medium,Closed,683.7,True,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-07-06,8,True,480,True
Analyst_11,AST-00032,ALT-105610,2026-07-06 08:32:00,EDR,Suspicious Process Execution,High,Closed,92.0,False,Tier 3 - Standard,Asset Servicing,NA,Day,2026-07-06,8,True,120,False
Analyst_05,AST-00722,ALT-104544,2026-07-06 08:46:00,Email Gateway,Spoofed Sender Domain,Medium,Closed,764.7,False,Tier 3 - Standard,Corporate Functions,NA,Day,2026-07-06,8,True,480,True
Analyst_04,AST-00293,ALT-108702,2026-07-06 08:53:00,Firewall,Port Scan Detected,High,Closed,68.9,False,Tier 3 - Standard,Global Markets,EMEA,Evening,2026-07-06,8,True,120,False
Analyst_05,AST-00604,ALT-107567,2026-07-06 08:58:00,EDR,Ransomware Behavior Pattern,Medium,Closed,484.2,False,Tier 2 - High,Retail Banking,EMEA,Day,2026-07-06,8,True,480,True
Analyst_13,AST-00575,ALT-104171,2026-07-06 08:59:00,SIEM,Privilege Escalation Attempt,Medium,Closed,3553.6,True,Tier 2 - High,Retail Banking,APAC,Evening,2026-07-06,8,True,480,True
Analyst_08,AST-00734,ALT-106681,2026-07-06 09:24:00,Firewall,Port Scan Detected,Critical,Closed,36.0,False,Tier 3 - Standard,Fund Services,APAC,Evening,2026-07-06,9,True,30,True
Analyst_12,AST-00112,ALT-103097,2026-07-06 09:29:00,SIEM,Brute Force Attempt,Medium,Closed,265.9,False,Tier 3 - Standard,Asset Servicing,APAC,Night,2026-07-06,9,True,480,False
Analyst_12,AST-00588,ALT-104545,2026-07-06 09:29:00,Cloud Access Security (CASB),Anomalous Data Download Volume,Low,Closed,367.7,True,Tier 3 - Standard,Global Markets,EMEA,Night,2026-07-06,9,True,1440,False
Analyst_10,AST-00011,ALT-107429,2026-07-06 09:36:00,Cloud Access Security (CASB),Impossible Travel Login,Medium,Closed,311.8,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-07-06,9,True,480,False
Analyst_09,AST-00275,ALT-111109,2026-07-06 09:40:00,SIEM,Privilege Escalation Attempt,Critical,Closed,37.5,False,Tier 3 - Standard,Fund Services,APAC,Day,2026-07-06,9,True,30,True
Analyst_10,AST-00365,ALT-102938,2026-07-06 09:55:00,IDS/IPS,Malware Signature Match,Medium,Closed,188.9,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-07-06,9,True,480,False
Analyst_11,AST-00391,ALT-109479,2026-07-06 09:56:00,EDR,Ransomware Behavior Pattern,Medium,Closed,639.6,False,Tier 3 - Standard,Fund Services,NA,Day,2026-07-06,9,True,480,True
Analyst_12,AST-00542,ALT-104862,2026-07-06 09:58:00,Email Gateway,Phishing Attempt,Medium,Closed,1911.5,False,Tier 2 - High,Technology,EMEA,Night,2026-07-06,9,True,480,True
Analyst_13,AST-00330,ALT-102650,2026-07-06 09:59:00,SIEM,Brute Force Attempt,Low,Closed,683.2,True,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-07-06,9,True,1440,False
Analyst_14,AST-00618,ALT-109497,2026-07-06 10:01:00,Firewall,Blocked Known-Bad IP,High,Closed,153.2,False,Tier 3 - Standard,Fund Services,APAC,Night,2026-07-06,10,True,120,True
Analyst_02,AST-00340,ALT-102162,2026-07-06 10:24:00,SIEM,Anomalous Login Pattern,Medium,Closed,327.8,True,Tier 3 - Standard,Global Markets,NA,Day,2026-07-06,10,True,480,False
Analyst_07,AST-00159,ALT-111459,2026-07-06 10:26:00,IDS/IPS,Protocol Anomaly,High,Closed,87.1,False,Tier 2 - High,Asset Servicing,NA,Evening,2026-07-06,10,True,120,False
Analyst_08,AST-00335,ALT-108924,2026-07-06 10:31:00,Email Gateway,Phishing Attempt,Low,Closed,393.8,True,Tier 3 - Standard,Retail Banking,NA,Evening,2026-07-06,10,True,1440,False
Analyst_06,AST-00605,ALT-104031,2026-07-06 11:12:00,SIEM,Privilege Escalation Attempt,Medium,Closed,6489.1,False,Tier 2 - High,Technology,EMEA,Night,2026-07-06,11,True,480,True
Analyst_01,AST-00556,ALT-104782,2026-07-06 11:23:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,145.1,False,Tier 3 - Standard,Corporate Functions,APAC,Evening,2026-07-06,11,True,480,False
Analyst_04,AST-00019,ALT-111706,2026-07-06 11:41:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,245.2,False,Tier 2 - High,Global Markets,NA,Evening,2026-07-06,11,True,480,False
Analyst_07,AST-00059,ALT-111296,2026-07-06 11:46:00,SIEM,Lateral Movement Indicator,Low,Closed,8079.0,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-07-06,11,True,1440,True
Analyst_03,AST-00466,ALT-111929,2026-07-06 11:47:00,EDR,Credential Dumping Indicator,Low,Closed,1762.6,True,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-07-06,11,True,1440,True
Analyst_10,AST-00454,ALT-109845,2026-07-06 11:58:00,SIEM,Brute Force Attempt,Low,Closed,836.2,True,Tier 3 - Standard,Retail Banking,NA,Evening,2026-07-06,11,True,1440,False
Analyst_03,AST-00569,ALT-109006,2026-07-06 12:02:00,Email Gateway,Spoofed Sender Domain,High,Closed,53.7,False,Tier 2 - High,Asset Servicing,NA,Night,2026-07-06,12,True,120,False
Analyst_13,AST-00190,ALT-106736,2026-07-06 12:10:00,SIEM,Privilege Escalation Attempt,Medium,Closed,336.5,True,Tier 2 - High,Asset Servicing,NA,Evening,2026-07-06,12,True,480,False
Analyst_06,AST-00141,ALT-109695,2026-07-06 12:26:00,Firewall,Port Scan Detected,Medium,Closed,161.3,True,Tier 2 - High,Retail Banking,APAC,Night,2026-07-06,12,True,480,False
Analyst_02,AST-00080,ALT-105933,2026-07-06 12:28:00,SIEM,Lateral Movement Indicator,Medium,Closed,227.3,True,Tier 3 - Standard,Technology,NA,Day,2026-07-06,12,True,480,False
Analyst_11,AST-00008,ALT-104913,2026-07-06 13:01:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,5465.4,True,Tier 3 - Standard,Corporate Functions,NA,Day,2026-07-06,13,True,1440,True
Analyst_05,AST-00713,ALT-104550,2026-07-06 13:14:00,Firewall,Blocked Outbound C2 Traffic,Medium,Closed,695.1,False,Tier 2 - High,Global Markets,NA,Day,2026-07-06,13,True,480,True
Analyst_09,AST-00432,ALT-111138,2026-07-06 13:19:00,Email Gateway,Malicious Attachment,Medium,Closed,366.6,True,Tier 3 - Standard,Global Markets,EMEA,Day,2026-07-06,13,True,480,False
Analyst_04,AST-00106,ALT-101484,2026-07-06 13:24:00,EDR,Unsigned Binary Execution,Low,Closed,1093.6,False,Tier 3 - Standard,Technology,APAC,Evening,2026-07-06,13,True,1440,False
Analyst_05,AST-00003,ALT-107444,2026-07-06 13:25:00,EDR,Unsigned Binary Execution,Medium,Closed,962.0,False,Tier 3 - Standard,Corporate Functions,NA,Day,2026-07-06,13,True,480,True
Analyst_06,AST-00763,ALT-110899,2026-07-06 13:25:00,SIEM,Privilege Escalation Attempt,Medium,Closed,1481.7,False,Tier 3 - Standard,Global Markets,EMEA,Night,2026-07-06,13,True,480,True
Analyst_07,AST-00669,ALT-110643,2026-07-06 13:33:00,Firewall,Port Scan Detected,Medium,Closed,247.9,True,Tier 1 - Critical,Asset Servicing,NA,Evening,2026-07-06,13,True,480,False
Analyst_08,AST-00516,ALT-108655,2026-07-06 13:34:00,Firewall,Blocked Outbound C2 Traffic,High,Closed,116.7,False,Tier 2 - High,Corporate Functions,NA,Evening,2026-07-06,13,True,120,False
Analyst_01,AST-00076,ALT-106699,2026-07-06 13:46:00,Email Gateway,Business Email Compromise Indicator,High,Closed,351.8,False,Tier 3 - Standard,Asset Servicing,EMEA,Evening,2026-07-06,13,True,120,True
Analyst_06,AST-00694,ALT-101590,2026-07-06 13:52:00,Cloud Access Security (CASB),Unsanctioned App Access,Medium,Closed,535.4,False,Tier 3 - Standard,Retail Banking,NA,Night,2026-07-06,13,True,480,True
Analyst_12,AST-00404,ALT-102887,2026-07-06 13:53:00,Email Gateway,Spoofed Sender Domain,Low,Closed,1105.6,True,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-07-06,13,True,1440,False
Analyst_07,AST-00562,ALT-100178,2026-07-06 13:57:00,SIEM,Anomalous Login Pattern,High,Closed,64.9,False,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-07-06,13,True,120,False
Analyst_07,AST-00435,ALT-108433,2026-07-06 13:59:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Closed,170.7,False,Tier 1 - Critical,Retail Banking,APAC,Evening,2026-07-06,13,True,480,False
Analyst_03,AST-00659,ALT-102836,2026-07-06 14:08:00,Firewall,Unusual Outbound Data Volume,High,Closed,27.5,False,Tier 3 - Standard,Technology,APAC,Night,2026-07-06,14,True,120,False
Analyst_01,AST-00166,ALT-111424,2026-07-06 14:10:00,IDS/IPS,Exploit Attempt Signature Match,Medium,Closed,1329.1,False,Tier 3 - Standard,Asset Servicing,NA,Evening,2026-07-06,14,True,480,True
Analyst_05,AST-00186,ALT-110710,2026-07-06 14:11:00,SIEM,Brute Force Attempt,Medium,Closed,299.6,False,Tier 2 - High,Global Markets,NA,Day,2026-07-06,14,True,480,False
Analyst_07,AST-00359,ALT-111871,2026-07-06 14:12:00,EDR,Suspicious Process Execution,Medium,Closed,282.0,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-07-06,14,True,480,False
Analyst_09,AST-00606,ALT-110651,2026-07-06 14:18:00,Firewall,Port Scan Detected,High,Closed,107.1,False,Tier 1 - Critical,Retail Banking,EMEA,Day,2026-07-06,14,True,120,False
Analyst_10,AST-00680,ALT-106458,2026-07-06 14:23:00,EDR,Ransomware Behavior Pattern,Low,Closed,150.5,True,Tier 2 - High,Retail Banking,NA,Evening,2026-07-06,14,True,1440,False
Analyst_08,AST-00239,ALT-106096,2026-07-06 14:27:00,SIEM,Lateral Movement Indicator,High,Closed,45.3,False,Tier 3 - Standard,Retail Banking,APAC,Evening,2026-07-06,14,True,120,False
Analyst_01,AST-00290,ALT-106166,2026-07-06 14:33:00,SIEM,Anomalous Login Pattern,High,Closed,166.4,True,Tier 3 - Standard,Global Markets,NA,Evening,2026-07-06,14,True,120,True
Analyst_02,AST-00457,ALT-109891,2026-07-06 14:35:00,Firewall,Port Scan Detected,Medium,Closed,1414.9,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-07-06,14,True,480,True
Analyst_08,AST-00053,ALT-111755,2026-07-06 14:39:00,SIEM,Privilege Escalation Attempt,High,Closed,304.8,False,Tier 3 - Standard,Technology,NA,Evening,2026-07-06,14,True,120,True
Analyst_12,AST-00579,ALT-102123,2026-07-06 14:42:00,SIEM,Privilege Escalation Attempt,Low,Closed,129.0,False,Tier 2 - High,Retail Banking,NA,Night,2026-07-06,14,True,1440,False
Analyst_04,AST-00413,ALT-110788,2026-07-06 14:45:00,EDR,Credential Dumping Indicator,Low,Closed,1475.2,True,Tier 2 - High,Asset Servicing,NA,Evening,2026-07-06,14,True,1440,True
Analyst_11,AST-00619,ALT-110160,2026-07-06 14:57:00,SIEM,Privilege Escalation Attempt,Medium,Closed,143.7,False,Tier 1 - Critical,Corporate Functions,EMEA,Day,2026-07-06,14,True,480,False
Analyst_09,AST-00050,ALT-109957,2026-07-06 15:01:00,SIEM,Brute Force Attempt,High,Closed,1699.1,False,Tier 3 - Standard,Global Markets,APAC,Day,2026-07-06,15,True,120,True
Analyst_04,AST-00551,ALT-107179,2026-07-06 15:08:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,1347.8,False,Tier 3 - Standard,Corporate Functions,NA,Evening,2026-07-06,15,True,1440,False
Analyst_06,AST-00358,ALT-109018,2026-07-06 15:13:00,Firewall,Port Scan Detected,High,Closed,931.5,False,Tier 2 - High,Fund Services,EMEA,Night,2026-07-06,15,True,120,True
Analyst_03,AST-00387,ALT-104360,2026-07-06 15:14:00,Firewall,Unusual Outbound Data Volume,Critical,Closed,35.7,False,Tier 2 - High,Corporate Functions,APAC,Night,2026-07-06,15,True,30,True
Analyst_01,AST-00725,ALT-102972,2026-07-06 15:21:00,EDR,Suspicious Process Execution,High,Closed,271.4,False,Tier 3 - Standard,Fund Services,NA,Evening,2026-07-06,15,True,120,True
Analyst_07,AST-00276,ALT-103831,2026-07-06 15:21:00,EDR,Credential Dumping Indicator,High,Open,140.7,False,Tier 2 - High,Asset Servicing,EMEA,Evening,2026-07-06,15,True,120,True
Analyst_13,AST-00726,ALT-104614,2026-07-06 15:31:00,EDR,Ransomware Behavior Pattern,Medium,Closed,412.8,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-07-06,15,True,480,False
Analyst_04,AST-00674,ALT-102779,2026-07-06 15:32:00,Email Gateway,Malicious Attachment,Medium,Closed,352.1,False,Tier 3 - Standard,Retail Banking,NA,Evening,2026-07-06,15,True,480,False
Analyst_01,AST-00391,ALT-104181,2026-07-06 15:43:00,Firewall,Blocked Outbound C2 Traffic,High,Closed,70.3,False,Tier 3 - Standard,Fund Services,NA,Evening,2026-07-06,15,True,120,False
Analyst_03,AST-00305,ALT-104285,2026-07-06 15:45:00,SIEM,Privilege Escalation Attempt,Low,Closed,2007.6,True,Tier 2 - High,Technology,NA,Night,2026-07-06,15,True,1440,True
Analyst_02,AST-00733,ALT-101282,2026-07-06 15:47:00,EDR,Ransomware Behavior Pattern,Low,Closed,350.2,False,Tier 2 - High,Corporate Functions,NA,Day,2026-07-06,15,True,1440,False
Analyst_04,AST-00108,ALT-104231,2026-07-06 16:03:00,Firewall,Port Scan Detected,Medium,Closed,247.3,False,Tier 3 - Standard,Fund Services,EMEA,Evening,2026-07-06,16,True,480,False
Analyst_05,AST-00650,ALT-100052,2026-07-06 16:21:00,Email Gateway,Phishing Attempt,Low,Closed,291.2,True,Tier 1 - Critical,Retail Banking,EMEA,Day,2026-07-06,16,True,1440,False
Analyst_13,AST-00574,ALT-108400,2026-07-06 16:37:00,Firewall,Unusual Outbound Data Volume,Medium,Closed,373.4,False,Tier 2 - High,Retail Banking,EMEA,Evening,2026-07-06,16,True,480,False
Analyst_13,AST-00525,ALT-108557,2026-07-06 16:51:00,Email Gateway,Phishing Attempt,Medium,Closed,239.8,True,Tier 2 - High,Technology,EMEA,Evening,2026-07-06,16,True,480,False
Analyst_02,AST-00732,ALT-105399,2026-07-06 16:55:00,Firewall,Blocked Outbound C2 Traffic,Low,Closed,3100.4,True,Tier 3 - Standard,Asset Servicing,APAC,Day,2026-07-06,16,True,1440,True
Analyst_02,AST-00125,ALT-110569,2026-07-06 16:57:00,SIEM,Privilege Escalation Attempt,Low,Closed,1219.6,True,Tier 3 - Standard,Corporate Functions,APAC,Day,2026-07-06,16,True,1440,False
Analyst_08,AST-00525,ALT-100821,2026-07-06 16:58:00,Email Gateway,Malicious Attachment,Low,Closed,1333.4,False,Tier 2 - High,Technology,EMEA,Evening,2026-07-06,16,True,1440,False
Analyst_10,AST-00124,ALT-111155,2026-07-06 16:59:00,Email Gateway,Business Email Compromise Indicator,Medium,Closed,221.4,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-07-06,16,True,480,False
Analyst_01,AST-00364,ALT-101220,2026-07-06 17:08:00,Email Gateway,Phishing Attempt,Low,Closed,617.7,True,Tier 3 - Standard,Global Markets,APAC,Evening,2026-07-06,17,True,1440,False
Analyst_09,AST-00579,ALT-110487,2026-07-06 17:22:00,EDR,Ransomware Behavior Pattern,Low,Closed,754.6,False,Tier 2 - High,Retail Banking,NA,Day,2026-07-06,17,True,1440,False
Analyst_09,AST-00184,ALT-105441,2026-07-06 17:31:00,Email Gateway,Business Email Compromise Indicator,Critical,Closed,24.3,False,Tier 3 - Standard,Corporate Functions,APAC,Day,2026-07-06,17,True,30,False
Analyst_14,AST-00224,ALT-107959,2026-07-06 17:32:00,Firewall,Blocked Outbound C2 Traffic,High,Closed,456.0,False,Tier 3 - Standard,Asset Servicing,EMEA,Night,2026-07-06,17,True,120,True
Analyst_10,AST-00424,ALT-107495,2026-07-06 17:42:00,Email Gateway,Business Email Compromise Indicator,Low,Closed,211.4,True,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-07-06,17,True,1440,False
Analyst_11,AST-00301,ALT-109223,2026-07-06 17:43:00,SIEM,Brute Force Attempt,Low,Closed,177.5,True,Tier 3 - Standard,Asset Servicing,APAC,Day,2026-07-06,17,True,1440,False
Analyst_07,AST-00428,ALT-103924,2026-07-06 17:50:00,Email Gateway,Phishing Attempt,Medium,Closed,230.6,False,Tier 2 - High,Global Markets,NA,Evening,2026-07-06,17,True,480,False
Analyst_06,AST-00750,ALT-111760,2026-07-06 18:00:00,SIEM,Brute Force Attempt,High,In Progress,179.9,False,Tier 2 - High,Retail Banking,NA,Night,2026-07-06,18,True,120,True
Analyst_13,AST-00158,ALT-110931,2026-07-06 18:00:00,Email Gateway,Phishing Attempt,Low,Closed,431.9,False,Tier 3 - Standard,Asset Servicing,APAC,Evening,2026-07-06,18,True,1440,False
Analyst_10,AST-00739,ALT-100952,2026-07-06 18:09:00,Cloud Access Security (CASB),Anomalous Data Download Volume,High,Closed,254.0,False,Tier 2 - High,Global Markets,EMEA,Evening,2026-07-06,18,True,120,True
Analyst_04,AST-00134,ALT-107872,2026-07-06 18:12:00,SIEM,Lateral Movement Indicator,Medium,Closed,493.4,False,Tier 3 - Standard,Global Markets,NA,Evening,2026-07-06,18,True,480,True
Analyst_07,AST-00137,ALT-103295,2026-07-06 18:14:00,SIEM,Privilege Escalation Attempt,Medium,Closed,188.3,True,Tier 3 - Standard,Corporate Functions,EMEA,Evening,2026-07-06,18,True,480,False
Analyst_02,AST-00414,ALT-111062,2026-07-06 18:14:00,EDR,Ransomware Behavior Pattern,Medium,Closed,69.2,False,Tier 3 - Standard,Technology,NA,Day,2026-07-06,18,True,480,False
Analyst_02,AST-00758,ALT-107932,2026-07-06 18:14:00,SIEM,Anomalous Login Pattern,Low,Closed,4504.9,False,Tier 3 - Standard,Technology,APAC,Day,2026-07-06,18,True,1440,True
Analyst_03,AST-00545,ALT-107367,2026-07-06 18:33:00,Email Gateway,Malicious Attachment,High,Closed,100.5,False,Tier 3 - Standard,Technology,APAC,Night,2026-07-06,18,True,120,False
Analyst_12,AST-00488,ALT-100794,2026-07-06 18:37:00,EDR,Suspicious Process Execution,High,Closed,153.7,False,Tier 3 - Standard,Asset Servicing,APAC,Night,2026-07-06,18,True,120,True
Analyst_09,AST-00104,ALT-111801,2026-07-06 18:39:00,SIEM,Privilege Escalation Attempt,Medium,Closed,195.4,False,Tier 3 - Standard,Technology,NA,Day,2026-07-06,18,True,480,False
Analyst_13,AST-00088,ALT-104019,2026-07-06 18:46:00,EDR,Credential Dumping Indicator,Medium,Closed,1533.6,False,Tier 3 - Standard,Technology,EMEA,Evening,2026-07-06,18,True,480,True
Analyst_09,AST-00153,ALT-111030,2026-07-06 18:52:00,EDR,Credential Dumping Indicator,Medium,Closed,109.3,False,Tier 3 - Standard,Retail Banking,NA,Day,2026-07-06,18,True,480,False
Analyst_08,AST-00701,ALT-101027,2026-07-06 18:58:00,SIEM,Lateral Movement Indicator,Medium,Closed,856.6,True,Tier 3 - Standard,Retail Banking,NA,Evening,2026-07-06,18,True,480,True
